title,price_usd,sold_date,qty_sold,source,vaporizer_type,item_category,date_sold,agent_type,period_detailed,period,period_adoption
"Datex Ohmeda Tec 7 (Isotec 7) Isoflurane Vaporizer, Recent PM Done ~ 30147",524.99,"May 7, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-05-07,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"2005 Drager Medical Isoflurane Vaporizer Vapor 2000, Ref M35160 ~ 30995",85.0,"Apr 4, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-04,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE Ohmeda Datex Isotec 4 Isoflurane Anesthesia Vaporizer (FOR REPAIRS) ~ 31497,75.0,"Jul 3, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-03,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Drager Vapor 19.3 Anesthesia Vaporizer, ISOFLURANE ~ 31759",247.81,"Jul 5, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-05,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Drager Medical Vapor Anesthesia Vaporizer, ISOFLURANE 19.3 ~ 31753",303.45,"Jul 19, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-19,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Drager Vapor 19.3 Isoflurane Vaporizer, Anesthesia ~ 31755",356.99,"Sep 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-12,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Isotec 5 Isoflurane Anesthesia Vaporizer,71.99,"Oct 27, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-27,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex Ohmeda Isotec 5 Isoflurane Anesthesia Vaporizer,165.0,"May 6, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-06,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Isoflurane Vaporizer Canister w/stand, Regulator, Ohio Medical for Small Animal",1150.0,"May 7, 2024",2,eBay (Terapeak),isoflurane,vaporizer,2024-05-07,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Victor Veterinary Vaporizer for Isoflurane,325.0,"May 27, 2024",2,eBay (Terapeak),isoflurane,vaporizer,2024-05-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager D-Vapor 2000 Isoflurane Vaporizer,550.0,"Jul 27, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-07-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohio Medical Airco Isoflurane Forane Vaporizer model 100F veterinary anes,99.99,"May 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-05-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Veterinary VetEquip Isoflurane Vaporizer Anesthesia w/ Stand. #214146-Flo,1275.0,"Jul 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-07-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Ref 1175-9101-000 ISO Tec 7 Isoflurane Vaporizer; EMPTY ~ 34974,342.71,"May 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Datex-Ohmeda Tec 7 Isoflurane Vaporizer, Funnel Fill",255.0,"Jan 15, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 Isoflurane Vaporizer..TESTED...,395.0,"Feb 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-02-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda Isotec Tek 3 Veterinary Isoflurane Vaporizer Unused,375.0,"Jan 30, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-30,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Anesthesia (5454),240.0,"Apr 6, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-06,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Anesthesia Vaporizer Combo (Isoflurane / Sevoflurane) w/ Lockout and Mount Bar,150.0,"Jul 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-14,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Isoflurane Tec 5 Vaporizer. EXCELLENT near unused condition.,100.0,"Jul 16, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-16,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager M35160ARXL-0929 Vapor 2000 Isoflurane Anesthesia Vaporizer,799.99,"Aug 27, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
SURGIVET VETERINARY ISOFLURANE ANESTHESIA VAPORIZER,695.0,"Apr 27, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-27,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Vapor 19.1 Isoflurane Vaporizer,75.0,"Jun 1, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-01,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Vapor 2000- Isoflurane M35054 (Made In 2011),200.0,"Jul 14, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-14,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Aladin 2 TM 1100-9029-000 Isoflurane Cassette Vaporizer,100.0,"May 21, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-05-21,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda TEC 7 Isoflurane Anesthesia Vaporizer Nice Condition,340.0,"Oct 5, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-05,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
(ONE) GE Datex Ohmeda TEC 7 Isoflurane Vaporizer,380.0,"Dec 22, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-12-22,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Ohio Medical Products Airco Ethrane (Enflurane) / Forane (Isoflurane) Vaporizer,375.0,"Jan 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-30,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex Ohmeda Isotec 5 ~ Veterinary Use ONLY ~ Isoflurane Vaporizer - UNTESTED,100.0,"Aug 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 4 ~ Veterinary Use ONLY ~ Isoflurane Vaporizer - UNTESTED,100.0,"Apr 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 4 ~ Veterinary Use ONLY ~ Isoflurane Vaporizer - UNTESTED,120.0,"May 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-05-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
System Specialties Veterinary Isoflurane Vaporizer 30 day Warranty,995.0,"Jul 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-07-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
System Specialties Veterinary Isoflurane Vaporizer TTA2002 30 day Warranty,795.0,"Apr 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
VetEquip Table Top Veterinary Isoflurane Laboratory Vaporizer,795.0,"Jun 7, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-06-07,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Isoflurane Vaporizer Canister, Regulator & Exhalation/Inhalation for Veterinary",1250.0,"Sep 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-09-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Isotec 5 Isoflurane Anesthesia Vapor,75.0,"Sep 15, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-09-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Isoflurane Vapor 19.1 Anesthetic Vaporizer ARHF-1199 Veterinary Use ONLY,100.0,"Dec 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-12-30,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Midmark Matrx VIP3000 Isoflurane Vaporizer,795.0,"Apr 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Isoflurane Vapor 19.1 Anesthetic Vapo Unit 5651,150.0,"Dec 21, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-12-21,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
VetEquip Isoflurane Anesthesia Vaporizer,895.0,"Jul 22, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-22,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda TEC 7 Isoflurane Vaporizer /Works,200.0,"Jul 21, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-21,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA ISOTEC 5 ISOFLURANE ANESTHESIA VAPORIZER,100.0,"Mar 10, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-03-10,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Isoflurane Vaporizers Three Different Models Sold Together.,399.0,"Nov 16, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-11-16,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Vet Equip Isoflurane Vaporizer / Scavenging Cube,795.0,"Jan 26, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-01-26,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
"DRAGER VAPRO 19.1 Isoflurane Vaporizer Module, Lot R958",149.99,"Aug 14, 2023",2,eBay (Terapeak),isoflurane,vaporizer,2023-08-14,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Drager Isoflurane Vapor 2000 Vaporizer Module, Lot T683",399.99,"Jul 3, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-03,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Tec 7 Isoflurane Vaporizer,250.0,"Nov 4, 2023",4,eBay (Terapeak),isoflurane,vaporizer,2023-11-04,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Vapor 2000 Isoflurane M35054-11 Vaporizer,270.0,"Oct 3, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-03,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
DATEX OHMEDA ISOTEC 5 ISOFLURANE,80.0,"Oct 23, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-23,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Vapor 2000 Isoflurane vaporizer vaporizer,325.0,"Feb 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Vaporizer with Auto Exclusion,320.0,"Feb 20, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-20,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Aladin2 Isoflurane Vaporizer 1100-9029-000 Warranty,390.15,"Oct 16, 2025",2,eBay (Terapeak),isoflurane,vaporizer,2025-10-16,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex-Ohmeda Tec 7 Isoflurane Vaporizer,290.0,"Oct 31, 2023",3,eBay (Terapeak),isoflurane,vaporizer,2023-10-31,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Vapor 19.1 Isoflurane Vaporizer,237.99,"Oct 25, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-25,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
"Veterinary Isoflurane Vaporizer, Iso.",599.0,"Apr 4, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-04,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Drager Isoflurane Vapor 2000, Funnel Fill, Fixed Mount",300.0,"Jun 20, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-06-20,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
ISOFLURANE VAPORIZER,225.0,"Aug 16, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-16,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
EZ ANESTHESIA ISOFLURANE VAPORIZER TABLETOP,550.0,"Mar 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
BICKFORD ANESTHESIA ISOFLURANE VAPORIZER,300.0,"Jan 18, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-18,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer for parts or repair.,110.0,"May 9, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-09,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
A.M.BICKFORD VAPOMATIC MODEL 2 ISOFLURANE VAPORIZER,150.0,"Jul 4, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-04,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA TEC 7 ISOFLURANE ANESTHESIA VAPORIZER (T2089),280.0,"Aug 24, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-24,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Datex Ohmeda Tec 7 Isoflurane Vaporizer, Isotec 7, 1175-9101-000 #2",350.0,"Jul 13, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-13,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Datex Ohmeda Tec 7 Isoflurane Vaporizer, Isotec 7, 1175-9101-000 #1",298.0,"Aug 24, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-24,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda ISO Tec 7 Isoflurane Vaporizer,200.0,"Dec 27, 2023",2,eBay (Terapeak),isoflurane,vaporizer,2023-12-27,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda ISO Tec 7 Isoflurane Vaporizer,250.0,"Dec 27, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-12-27,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda ISO Tec 7 Isoflurane Vaporizer,675.0,"Jan 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-05,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda ISO Tec 7 Isoflurane Vaporizer,800.0,"Jan 9, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-09,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
ISOFLURANE VAPORIZER,225.0,"Aug 18, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-18,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,300.0,"Oct 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,202.5,"Oct 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-30,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Vaporizer,245.0,"Nov 13, 2024",4,eBay (Terapeak),isoflurane,vaporizer,2024-11-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Isoflurane Vapor 2000 Ref M35160,170.0,"Mar 5, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-03-05,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Drager Isoflurane Vapor 2000 Ref M35160,225.0,"Mar 4, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-03-04,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Gas Anesthesia Vaporizer AErrane Isoflurane Ohmeda Isotec 3 - PARTS ONLY,75.0,"Mar 30, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-03-30,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Isotec 5 Vaporizer - Isoflurane,51.0,"Jun 8, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-08,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Vapor 19.1 Isoflurane Vaporizer,225.0,"Dec 1, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-12-01,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Matrx VIP 3000 Calibrated Anesthetic Isoflurane Vaporizer,500.0,"Jan 14, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-14,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex Ohmeda Engstrom Aladin A-VISO-00-02 Isoflurane Anesthesia Vaporizer,124.0,"Apr 4, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-04,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Veterinary Ohio Medical Isoflurane Vaporizer **Pre-Owned**,150.0,"Sep 23, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-23,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Vapor 19.1 Isoflurane Vaporizer,90.0,"Nov 7, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-11-07,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer For Parts Or Repair,129.95,"Feb 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-05,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Ohio Medical Products Isoflurane Anesthetic Safety Fill Vaporizer,30.23,"May 19, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-05-19,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Isoflurane Anesthesia Vaporizer Model Vapor 19.1,150.0,"Jun 8, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-06-08,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Ohmeda ISotec 4 Isoflurane Vaporizer Tested & Working,199.99,"Dec 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-12-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer Purple/Black,236.99,"Jan 9, 2025",2,eBay (Terapeak),isoflurane,vaporizer,2025-01-09,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Vaporizer,285.0,"Aug 15, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda Medical Isotec 4 Isoflurane Vaporizer,191.0,"Sep 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-08,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Model Isotec 4 Isoflurane Only Vaporizer Black/Silver,94.99,"Feb 8, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-02-08,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Vaporizer 1100-9029-000,250.0,"Apr 5, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-05,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Engstrom Aladin A-VISO-00-02 Isoflurane Anesthesia Vaporizer,300.0,"Feb 2, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-02-02,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Veterinary Anesthesia Vaporizer Isoflurane New (Vetequip),400.0,"May 21, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-05-21,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE Datex Ohmeda Tec 7 Isoflurane Vaporizer *untested*,90.0,"Sep 15, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-15,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE Datex Ohmeda Tec 7 Isoflurane Vaporizer *untested*,90.0,"Oct 4, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-04,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Vapor 2000 Isoflurane Vaporizer *untested* READ,200.0,"Oct 26, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-26,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
"Ohmeda, Ohio TEC 3 Isoflurane Vaporizer, Iso.",531.0,"Apr 11, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Veterinary VetEquip Isoflurane Vaporizer Tabletop Anesthesia for Animal care,725.0,"Apr 26, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Medical Vapor 19.1 Isoflurane Vaporizer,100.0,"Feb 7, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-02-07,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Fortec Isoflurane vaporizer,100.0,"Aug 25, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-25,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Isoflurane vaporizer,399.0,"Oct 31, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-10-31,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
NICE! Drager Isoflurane Anesthesia Vaporizer Vapor 19.1 2000,324.99,"Oct 16, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-16,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 4 Isoflurane Vaporizer,125.0,"Jan 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-14,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex Ohmeda Engstrom Aladin A-VISO-00-02 Isoflurane Anesthesia Vaporizer,225.0,"Jun 5, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-06-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Ohmeda TEC 3 Isoflurane Vaporizer, ISO, NEW!!!",800.0,"Mar 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Isoflurane Vapor 19.1 Anesthetic Vaporizer,213.75,"May 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-14,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 Isoflurane Vaporizer,395.0,"Sep 29, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Isoflurane Vaporizer - Dragerwerk AG Lubeck Isoflurane Vapor 19.1,200.0,"Apr 8, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-08,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
DRAGER VAPOR 2000 ISOFLURANE - Free Shipping,499.99,"May 16, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-05-16,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Ohmeda TEC 3 Isoflurane Vaporizer Funnel Fill, Iso",400.0,"May 24, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-05-24,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Ohio Medical Fortec Isoflurane Forane Vaporizer,149.99,"Jul 27, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-27,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager 19.1 Isoflurane Vapor,595.0,"Dec 2, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-12-02,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
"REBUILT! Certified!! Datex Ohmeda TEC 7 Isoflurane Vaporizer, ISO",600.0,"Dec 11, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-12-11,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
GE Datex-Ohmeda Aladin 2 Isoflurane Vaporizer Cassette 1100-9029-000,175.0,"Nov 26, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-11-26,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Veterinary Anesthesia Vaporizer Isoflurane Open Box,601.75,"Feb 1, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-01,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
3 Bundle Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,425.0,"Aug 21, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-21,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Medical Vapor 19.1 Isoflurane Vaporizer,250.0,"Oct 15, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer ref:1175-9101-000,250.0,"Apr 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Midmark MDS Matrx VIP 3000 Isoflurane Vaporizer,400.0,"Nov 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-11-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Midmark MDS Matrx VIP 3000 Isoflurane Vaporizer,450.0,"Nov 25, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-11-25,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9101-000 - Free Shipping,190.0,"Dec 5, 2024",3,eBay (Terapeak),isoflurane,vaporizer,2024-12-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,225.0,"Dec 2, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-12-02,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,150.0,"Dec 20, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-12-20,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,200.0,"Jan 12, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,279.99,"Jan 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
