title,price_usd,sold_date,qty_sold,source,vaporizer_type,item_category,date_sold,agent_type,period_detailed,period,period_adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,289.99,"Jan 2, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-02,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Penlon Sigma Delta Isoflurane Vaporizer - Free Shipping,299.99,"Jan 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Ohmeda Isotec 4 Vaporizer (Isoflurane) with frame, flow meter, tubing",325.0,"May 25, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-25,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
PENLON Sigma Delta Anaesthesia Vaporizer OX14 3PH ISOFLURANE,607.0,"Aug 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,85.0,"Jun 9, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-06-09,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Medical Supplies Services Isoflurane Veterinary Anesthetic Vaporizer,350.0,"Jun 26, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-06-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 Isoflurane Vaporizer 1175-9101-000,125.0,"Nov 2, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-11-02,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Baxter Datex OHMEDA Tec 7 Isoflurane Anesthesia Vaporizer (1175-9101-000),250.0,"Dec 10, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-12-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Baxter Datex OHMEDA Tec 7 Isoflurane Anesthesia Vaporizer (1175-9301-000),244.0,"Jan 29, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-01-29,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex Ohmeda Tec 7 Isoflurane Vaporizer,160.0,"Mar 20, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-03-20,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Matrix Medical Veterinary Anesthesia Vaporizer VIP3000 Isoflurane Table Top,1270.0,"Mar 1, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-01,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,240.0,"Jun 19, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-19,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Isoflurane Vapor 19.1 Vaporizer,299.0,"Jun 28, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-28,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Ohio medical Isoflurane Forane Vaporizer,150.0,"Jun 1, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-01,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
VetEquip Veterinary Isoflurane Vaporizer Made in the USA,299.0,"Jul 6, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-06,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Vetland D20 Veterinary Anesthesia Vaporizer Isoflurane Vetequip Hypneuma,350.0,"May 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-05-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex OHMEDA Tec 7 Isoflurane Anesthesia Vaporizer (1175-9101-000),408.0,"Jan 6, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-06,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
MATRX VIP 3000 ISOFLURANE VAPORIZER FOR VETERINARY USE ONLU SOLD AS IS PARTS,155.5,"Mar 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Vapor 2000 Isoflurane Anesthesia Vaporizer M35054-16 Drager SN: ASBK-0841,200.0,"Apr 17, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 19.1 Isoflurane Vaporizer,250.0,"Mar 18, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-18,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane M35054-25 Vaporizer Bulk Deal Available qty stock,550.0,"Jun 19, 2024",2,eBay (Terapeak),isoflurane,vaporizer,2024-06-19,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda TEC 7 Isoflurane Vaporizer Price Is For 1 Unit Working Condition,350.0,"Aug 12, 2024",2,eBay (Terapeak),isoflurane,vaporizer,2024-08-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Isotec 5 Isoflurane Anesthesia Vap As Pictured,105.0,"Oct 26, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager 19.1 Isoflurane Vaporizer,304.0,"Oct 9, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-09,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,250.0,"Jun 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-06-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,110.0,"Apr 18, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-18,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 ISO Isoflurane Vaporizer 1175-9101-000,150.0,"Jan 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager M35160 Vapor 2000 Vaporizer Isoflurane as pictured working,250.0,"Jan 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Datex Ohmeda Tec 7 Isoflurane Vaporizer - as Pictured for repair, see cracks",75.0,"Feb 24, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-02-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 19.1 Isoflurane Vaporizer,200.0,"Mar 25, 2025",2,eBay (Terapeak),isoflurane,vaporizer,2025-03-25,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohio Isoflurane Vapor Vaporizer For Forane,200.0,"Nov 5, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-11-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,111.0,"Jul 27, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Isoflurane Anesthesia Vaporizer Vapor 19.1 2000,99.99,"Dec 6, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-12-06,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Somni Scientific Vetrinary Anesthesia Isoflurane Vaporizer,395.0,"Nov 22, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-11-22,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,115.0,"Mar 18, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-18,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Baxter Datex-Ohmeda Tec 7 Isoflurane Vaporizer ref:1175-9101-000,250.0,"May 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 19.1 Isoflurane Vaporizer,125.0,"Jul 3, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-03,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 ISO Isoflurane Vaporizer 1175-9101-000,250.0,"Apr 15, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA isotec 4 Vaporizer isoflurane vaporizer,150.0,"Apr 16, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-16,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin 2 Isoflurane Cassette Vaporizer 11009029000,249.99,"Jul 3, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-03,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Isotec 4 Isoflurane Vaporizer ! V,149.0,"Nov 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-11-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda 1175-9101-000 Tec 7 Isoflurane Vaporizer,150.0,"Dec 12, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-12-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Isoflurane Vapor 19.1 and Porter Instrument GL-616,594.99,"Aug 28, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-28,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Foregger Fluomatic Isoflurane Anesthesia Vaporizer,140.0,"Jun 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-12,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,50.0,"Jul 21, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-21,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer as pictured for parts,50.0,"Aug 7, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-07,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 ISO Isoflurane Vaporizer 1175-9101-000,85.0,"Nov 16, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-11-16,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Vaporizer,150.0,"Mar 14, 2025",2,eBay (Terapeak),isoflurane,vaporizer,2025-03-14,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Isoflurane Drager Vapor 2000 Ref M35160,240.0,"Aug 15, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Isotec 5 Isoflurane Anesthesia Vaporizer,80.0,"Mar 16, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-03-16,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Midmark Matrx VIP 3000 Calibrated Vaporizer / Isoflurane,625.0,"Jun 1, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-06-01,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
SPACELABS BLEASEDATUM ISOFLURANE VAPORIZER @ (315797),129.32,"Sep 23, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-09-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
VETLAND Medical D20 VETLAND D20 Isoflurane Vaporizer Opened Box,54.53,"May 18, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-05-18,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
DRAGER VAPOR 2000 M35160 ISOFLURANE ANESTHESIA VAPORIZER @ (327858),210.0,"Aug 28, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-28,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
DRAGER VAPOR 2000 M35160 ISOFLURANE ANESTHESIA VAPORIZER ! (344309),449.1,"Feb 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER VAPOR 2000 M35160 ISOFLURANE ANESTHESIA VAPORIZER ! (343889),208.85,"Feb 1, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-01,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
DATEX OHMEDA TEC 850 ISOFLURANE VAPORIZER % (357480),350.0,"Aug 6, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-06,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE DATEX OHMEDA ISOFLURANE ANESTHESIA VAPORIZER,200.0,"Dec 10, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-12-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Surgivet Vaporizer for Forane Isoflurane Model 100 Vaporizer,800.0,"Aug 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000,399.0,"Jan 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-14,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Isoflurane Vaporizer,400.0,"Apr 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX-OHMEDA TEC 7 ISOFLURANE VAPORIZER @,300.0,"May 30, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-30,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA TEC 7 ISOFLURANE ANESTHESIA VAPORIZER @,150.0,"Jul 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Penlon Sigma Delta Isoflurane Vaporizer,599.99,"Oct 21, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-10-21,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA ISOTEC 5 ISOFLURANE ANESTHESIA VAPORIZER @,299.0,"Oct 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-10-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER VAPOR 2000 ISOFLURANE ANESTHESIA VAPORIZER,374.25,"Jan 8, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-01-08,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Veterinary Anesthesia Vaporizer Isoflurane New,825.0,"Aug 21, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-21,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Veterinary Anesthesia Vaporizer Isoflurane Brand New Warranty,825.0,"Oct 18, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-18,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Veterinary Anesthesia Vaporizer for Small Animal Anesthesia Isoflurane,825.0,"Apr 5, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-05,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Vapor 19.3 Isoflurane Vaporizer,295.0,"May 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-05-12,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Ohio medical Isoflurane Forane Vaporizer,225.0,"May 25, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-05-25,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,200.0,"Aug 2, 2023",3,eBay (Terapeak),isoflurane,vaporizer,2023-08-02,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Veterinary Anesthesia Vaporizer Isoflurane,825.0,"Aug 16, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-16,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
cyprane Isotec 4 Isoflurane Anesthesia Vaporizer Unit (Parts Or Repair Only),125.0,"Aug 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-12,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Veterinary Anesthesia Vaporizer Isoflurane,825.0,"Nov 22, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-11-22,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Veterinary Anesthesia Vaporizer Isoflurane New,825.0,"Apr 17, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,350.0,"Mar 21, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-21,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
North American Drager Isoflurane Vapor 19.1 Vaporizer,295.0,"Jan 2, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-02,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Ohmeda ISOTEC 5 Isoflurane Vaporizer,100.0,"Feb 3, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-03,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Isoflurane Vapor 19.1 Anesthetic Vaporizer,150.0,"Mar 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 5 Isoflurane Vaporizer,80.0,"Mar 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,200.0,"Feb 23, 2024",3,eBay (Terapeak),isoflurane,vaporizer,2024-02-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Veterinary Isoflurane Vaporizer, Iso.",225.0,"Mar 11, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 5 Isoflurane Vaporizer,100.0,"Apr 10, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Veterinary Isoflurane Vaporizer, Iso.",180.0,"Mar 19, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-19,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Fortec Forane Isoflurane Vaporizer,250.0,"Apr 22, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-22,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 5 Isoflurane Vaporizer,100.0,"Aug 10, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,100.0,"Jul 26, 2024",3,eBay (Terapeak),isoflurane,vaporizer,2024-07-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,305.0,"Aug 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,250.0,"Oct 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Isoflurane Vapor 19.1 Anesthetic Vaporizer Warranty Free Shipping,110.0,"Jan 18, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-18,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Anesthesia Vaporizer,299.99,"Feb 6, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-02-06,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda GE Tec 7 Isotec 7 Isoflurane Vaporizer Select A Tec Mount Quik Fill,1000.0,"Aug 12, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Anesthesia Vaporizer,250.0,"Feb 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-02-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Anesthesia Vaporizer,299.99,"Apr 10, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 1175-9101-000 Isoflurane Anesthesia Vaporizer,399.99,"Jul 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-08,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Ref 1175-9101-000 ISO Tec 7 Isoflurane Vaporizer,180.0,"Jul 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-14,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
MIDMARK Martx VIP3000 Veterinary Isoflurane Anesthesia Vaporizer,400.0,"Sep 2, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-02,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX-OHMEDA TEC 7 ISOFLURANE VAPORIZER,450.0,"Sep 30, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-30,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Mindray DRAGER Vapor 2000 Isoflurane,299.95,"Feb 19, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-02-19,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Mindray DRAGER Vapor 2000 Isoflurane,279.99,"Mar 24, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-03-24,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,170.0,"Apr 16, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-16,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,199.95,"May 2, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-05-02,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Isoflurane Vapor 2000 Anesthesia Vaporizer,300.0,"Aug 4, 2023",3,eBay (Terapeak),isoflurane,vaporizer,2023-08-04,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,199.99,"Dec 4, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-12-04,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex Ohmeda Tec 7 1175-9101-000 Isoflurane Vaporizer,170.0,"Jan 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-30,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Isoflurane Vapor 19.1 Anesthetic Vaporizer,250.0,"Apr 6, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-06,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Isoflurane Vapor 2000 Anesthesia Vaporizer,695.0,"Mar 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Isoflurane Vapor 19.1 Anesthetic Vaporizer,52.0,"Apr 15, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Vapor 2000 Isoflurane Anesthesia Vaporizer M35054,349.0,"Nov 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-11-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 4 Isoflurane Vaporizer,110.0,"May 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-05-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane M35054-25 Read Note,100.0,"Nov 13, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-11-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 4 Isoflurane Vaporizer,90.0,"Oct 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer REF M35054-05 SN ARZB-1892,214.2,"Sep 23, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-09-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER ISOFLURANE VAPOR 19.1 ANESTHESIA VAPORIZER,199.99,"Jun 27, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-06-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX-OHMEDA TEC 7 ISOFLURANE VAPORIZER,400.0,"Jul 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-08,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Isoflurane Vaporizor Anesthesia Veterinary Unit,300.0,"Aug 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Datex Ohmeda Isotec 5 Isoflurane Vaporizer, Tested",329.0,"Jan 16, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-01-16,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex Ohmeda TEC 7 Isoflurane Vaporizer,250.0,"Feb 3, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-02-03,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex Ohmeda TEC 7 Isoflurane Vaporizer,200.0,"Mar 12, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-03-12,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Ohmeda Isotec 5 Vaporizer Isoflurane,121.0,"Jun 19, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-19,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,247.38,"Apr 7, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-07,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,180.0,"Apr 14, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-14,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Forane isoflurane anesthetic vaporizer foregger,100.0,"Apr 20, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-20,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,250.0,"Jul 14, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-14,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,165.0,"Aug 23, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-23,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
