country_code,gdp_pc_ppp,life_expectancy,gini,tfr,child_mortality,population,gdp_total,forest_pct,life_exp_male,life_exp_female,name,region,incomeLevel
BEL,59357.6896884394,81.5951219512195,27.2,1.62,4.0,11427054.0,678283525385.04,22.6051880759519,79.4,83.9,Belgium,ECS,HIC
BLR,26363.4629778536,74.1756097560976,25.2,1.448,3.4,9438785.0,248839058903.42,43.0515321706572,69.2,79.4,Belarus,ECS,UMC
BRB,20727.4216338412,76.378,,1.72,11.8,280711.0,5818415254.2572,14.6511627906977,74.163,78.427,Barbados,LCN,HIC
BGD,6392.59334024091,72.122,30.9,2.193,33.5,163523103.0,1045336699213.33,14.4687716063609,70.379,73.953,Bangladesh,SAS,LMC
BHR,54893.0724411368,80.412,,1.911,7.7,1503091.0,82509283148.6207,0.848329048843188,79.546,81.507,Bahrain,MEA,HIC
BHS,33650.2164350935,74.062,,1.404,13.5,392717.0,13215012047.7406,50.9350649350649,70.468,77.731,"Bahamas, The",LCN,HIC
AZE,19781.8509058437,73.016,,1.73,23.8,9939771.0,196627067960.229,13.4139303602971,69.92,75.946,Azerbaijan,ECS,UMC
AUT,63778.0257051746,81.6926829268293,30.8,1.47,3.5,8840521.0,563830975585.136,47.1639602520601,79.4,84.1,Austria,ECS,HIC
AUS,57647.8455068105,82.7487804878049,34.3,1.74,3.8,24963258.0,1439078040530.65,17.4213145571644,80.7,84.9,Australia,EAS,HIC
ABW,39278.8297271438,75.88,,1.732,,108908.0,4277778787.92377,2.33333333333333,72.88,78.708,Aruba,LCN,HIC
ARM,15037.0452420712,75.619512195122,34.4,1.6,12.7,2969000.0,44644987323.7094,11.5521601685985,72.4,79.0,Armenia,ECS,UMC
ARG,27367.115094108,76.77,41.7,2.067,10.7,44654882.0,1222075295207.81,10.5203731515078,73.951,79.505,Argentina,LCN,UMC
ATG,28878.6067675471,77.132,,1.371,10.5,90926.0,2625816198.94599,18.75,74.04,79.887,Antigua and Barbuda,LCN,HIC
AGO,10000.9443772509,62.622,51.3,5.519,56.5,31297155.0,313001106321.2,54.3174059517125,60.199,65.057,Angola,SSF,LMC
AND,63048.5985572834,84.242,,1.053,3.1,75162.0,4738858764.76253,34.0425531914894,82.359,86.196,Andorra,ECS,HIC
ASM,,72.794,,2.494,,50908.0,,85.95,70.211,75.687,American Samoa,EAS,HIC
DZA,15343.4261222434,75.555,,3.019,23.7,42505035.0,652172864345.87,0.810331601966797,74.255,76.928,Algeria,MEA,UMC
ALB,16170.990493278,79.238,30.1,1.415,9.3,2607733.0,42169625552.0073,28.7919708029197,77.448,81.001,Albania,ECS,UMC
AFG,2902.39211285546,62.443,,5.327,64.8,36743039.0,106642706595.941,1.85278199408184,59.175,65.942,Afghanistan,MEA,LIC
WLD,19189.0202232249,72.6433686298045,,2.39178620976976,40.0,7697233736.0,147702373822993.0,31.2515001256163,70.2800240866658,75.1392360118764,World,,
UMC,17907.4583841786,75.8217431147146,,1.79875340305992,14.5,2751574852.0,49273712153142.3,29.2977506925327,73.1183630381397,78.6452075637464,Upper middle income,,
TSS,4954.56228767375,60.7667795961954,,4.69665859837338,78.775492858211,1109997000.0,5499549275631.0,26.5884254981686,58.8497235519176,62.709877367141,Sub-Saharan Africa (IDA & IBRD countries),,
SSA,5249.943568027,60.25831901022,,4.73448429228111,81.2293290413249,997236086.0,5235433175500.13,27.1494821325251,58.4480042738581,62.082135233925,Sub-Saharan Africa (excluding high income),,
SSF,4954.56228767375,60.7667795961955,,4.69665859837338,79.0,1109997000.0,5499549275631.0,26.5884254981686,58.8497235519176,62.709877367141,Sub-Saharan Africa,,
TSA,7622.25084211992,70.6523573971364,,2.18134059924297,36.0717212654035,1589164714.0,12113012079553.8,25.1907849802839,69.1466662135933,72.2636397195214,South Asia (IDA & IBRD),,
SAS,7622.25084211992,70.6523573971364,,2.18134059924297,36.0,1589164714.0,12113012079553.8,25.1907849802839,69.1466662135933,72.2636397195214,South Asia,,
SST,21153.1071455937,71.8640735615265,,2.27543779613053,28.85209966852,19084934.0,403705653768.585,65.6673105741505,69.3544535650671,74.5587062327793,Small states,,
PRE,4868.45975712931,60.2075335712172,,4.97263035855236,82.3130203380837,946317177.0,4607107093704.72,26.1726245673407,58.4762559071153,61.9676799538163,Pre-demographic dividend,,
PST,54895.8897182902,80.7441118099251,,1.55023452211574,4.90667244185543,1111377470.0,61010055028512.4,32.0987240437601,78.1558194598193,83.4579009867053,Post-demographic dividend,,
PSS,7314.62180323215,68.5825887890247,,3.2372619244172,24.1138361240092,2542009.0,18593834455.4124,68.3111457521434,66.7427355378104,70.6150544766737,Pacific island small states,,
OSS,22985.9819466315,72.4217850423792,,2.20951794456377,32.9009289232935,12135267.0,278941028179.553,29.9017888970529,70.0076384294369,75.0229509548802,Other small states,,
OED,49687.0078076748,80.0280311277289,,1.66596749078517,7.31724142421779,1356470975.0,67398983925709.2,32.7521163794694,77.430038965063,82.7339360063398,OECD members,,
INX,,,,,,,,,,,Not classified,,
NAC,66672.0445786912,78.960276789842,,1.70714584622083,6.4,365666028.0,24379701719728.9,36.2610141497871,76.5562164376385,81.4835096478484,North America,,
MIC,12652.622763287,71.9597989462594,,2.3031709414528,37.3610808773111,5640136670.0,71362521618891.6,29.4779137418642,69.7077925334039,74.3271399944312,Middle income,,
TMN,9616.69771490976,70.0368444388331,,3.29738689646707,45.2801998035535,663878345.0,6384317363339.58,2.63617723143213,67.7603431069588,72.4743341977644,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",,
MNA,9593.49548105505,70.0733668958653,,3.2999810388616,45.0311073861595,668447432.0,6412747418214.85,2.63560755339638,67.7969040081776,72.5102309625214,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,
MEA,13842.6400835174,70.9403213532696,,3.23367617917511,42.7,730362334.0,10110142920119.7,2.21144100839568,68.9220809760902,73.1639393673421,"Middle East, North Africa, Afghanistan & Pakistan",,
LMC,7635.97899988466,68.2810033644819,,2.77808388119518,50.6,2888561818.0,22056997382116.7,29.8984889870299,66.4852733327721,70.1794815104495,Lower middle income,,
LIC,2432.99149398422,62.3400968181546,,4.98416367647104,77.9,529522043.0,1288322626496.15,21.0093638966808,59.9923597899871,64.7350165106469,Low income,,
LMY,11765.0267871468,71.1341707290628,,2.51597670758104,43.7590836670151,6169658713.0,72586200025998.6,27.9597613932821,68.886469486221,73.4912601874014,Low & middle income,,
LDC,3718.46631552159,64.6023317246507,,4.19438441605187,66.2088432218735,1033110314.0,3841585902826.93,26.5315127039277,62.3315322423491,66.925117862847,Least developed countries: UN classification,,
TLA,18808.4937492869,74.9760978010797,,1.97423907173587,17.4813311235823,620274430.0,11666427739497.5,46.8222116253588,71.9956069178981,77.9924168111689,Latin America & the Caribbean (IDA & IBRD countries),,
LAC,18164.4680971784,74.8906731016397,,1.97401400762104,17.298162691445,567711159.0,10312171236067.7,47.1488897319911,71.9433071116898,77.8701505591642,Latin America & Caribbean (excluding high income),,
LCN,18894.209543149,75.052717198381,,1.96388556455325,17.4,635778081.0,12012524285355.2,46.7443529903726,72.0778928469599,78.0639488923239,Latin America & Caribbean,,
LTE,20046.3548203081,76.7781489421434,,1.62886710640177,10.622397482105,2298394042.0,46074422482814.2,39.4998201303943,73.8053988621919,79.9502913569721,Late-demographic dividend,,
IDA,4841.57291525317,63.7309649694635,,4.08721232777325,70.7073225986315,1711076534.0,8284301802939.68,26.37174468264,61.6637044039892,65.8834514670944,IDA total,,
IDX,3943.11112463091,65.1729422228289,,4.03157069774977,64.0090692798865,1109124621.0,4373401631667.14,25.2982280614028,62.8368370628941,67.5686069536808,IDA only,,
IDB,6518.91623903896,61.0740542759518,,4.19320589255923,82.9417022338447,601951913.0,3924074100776.27,30.835253800064,59.5430179422555,62.7183670145085,IDA blend,,
IBT,12588.8584634301,71.1530163508746,,2.51556644541369,43.3739482895554,6518058354.0,82054914074884.4,31.8689626408987,68.8127268490154,73.6192943703806,IDA & IBRD total,,
IBD,15352.2585831081,73.794943952938,,1.97849347116974,23.4442956099547,4806981820.0,73798027904939.6,33.8332636376027,71.328737368412,76.4046883845135,IBRD only,,
HIC,53756.5134637637,79.9666388096738,,1.59899457400703,5.4,1385103279.0,74458323066266.7,36.0510796953059,77.280744532073,82.8679991302601,High income,,
HPC,3049.71446182911,62.7986163404611,,4.84006960952646,71.5972927454548,802020674.0,2445934048183.73,27.4527875961795,60.5560381999157,65.0918545748426,Heavily indebted poor countries (HIPC),,
FCS,6406.3832224966,61.7825083062786,,4.4543544536253,81.1528127352434,951851595.0,6097926088514.63,23.2793048477082,59.6123393780848,64.0315622301149,Fragile and conflict affected situations,,
EUU,50706.3680766011,81.0317510064821,,1.54720318584549,4.01789187486254,446329890.0,22631767685928.9,39.7488789032839,78.3536742163198,83.8568175502211,European Union,,
TEC,27855.4925748848,74.2976622013592,,1.85087390989038,11.9395431519003,459946883.0,12812046984247.9,39.2741558748129,70.3094451769608,78.4250420353893,Europe & Central Asia (IDA & IBRD countries),,
ECA,20399.7570509537,74.5927989243036,,2.07164815334434,15.2052863202675,246400484.0,5026510010837.41,11.0573734128931,71.0157221225738,78.1774842030661,Europe & Central Asia (excluding high income),,
ECS,41055.44504333,78.0318405978087,,1.71630107428934,8.6,918689254.0,37717196179494.9,38.4847788293025,74.9014638608149,81.3147943277948,Europe & Central Asia,,
EMU,53607.8350702203,82.0027602577719,,1.52626155235067,3.75968718935203,345864630.0,18541054041662.8,38.4755940115801,79.4956833538157,84.6445512895033,Euro area,,
TEA,16103.5382710721,75.6101241544348,,1.73925892870635,15.5008395354015,2074796982.0,33411572604341.8,30.2474800867242,72.8838659832083,78.490139030021,East Asia & Pacific (IDA & IBRD countries),,
EAP,15924.7426633518,75.57828618156,,1.74043475080494,15.5381715461795,2100698838.0,33453088408352.1,30.3978455200357,72.8528066920938,78.4540320912185,East Asia & Pacific (excluding high income),,
EAS,19592.7875603847,76.3914229383171,,1.69915751133178,14.8,2347576325.0,45995564217513.5,27.1167072640353,73.633271986985,79.3002101784609,East Asia & Pacific,,
EAR,10561.4040343593,70.5486659921504,,2.48215945277498,36.1562766486784,3314245247.0,35003083122521.8,22.9114950315294,68.5515215129918,72.6566281887762,Early-demographic dividend,,
CEB,36731.3989449303,76.9764380835075,,1.58380338479332,5.04437891013553,102074201.0,3749328198916.0,34.5008820276483,73.3597187538048,80.7834058744221,Central Europe and the Baltics,,
CSS,24087.8015339711,72.2210854022703,,1.92045221448125,21.0948856500277,4407658.0,106170791133.62,89.9140212644238,69.0499584415548,75.541722782931,Caribbean small states,,
ARB,16723.8193619802,71.4312997859137,,3.32426875614683,37.4834560622083,435998060.0,7291552797613.82,2.84442046915972,69.5542150183664,73.5098368993471,Arab World,,
AFW,6016.31221720046,57.0371042874016,,4.96257203669846,100.218415291562,452195915.0,2720551807982.64,19.9860995956125,56.0660772215314,58.0296793848087,Africa Western and Central,,
AFE,4220.91250168849,63.3306913582336,,4.52145351469467,63.4229471071233,657801085.0,2776520823300.76,30.6115118196972,60.7963943845385,65.8727615555546,Africa Eastern and Southern,,
